Date/Time(PST),BATT(V),CHLOR-A(ug/L),COND(mS/cm),DO(mg/L),DO%(% Sat),pH(units),Temp(C)
2021-01-16 23:00:00,,4.26,0.076,12.31,96.3,8.77,4.68
2021-01-16 22:00:00,,4.37,0.077,12.37,96.71,8.82,4.65
2021-01-16 21:00:00,,4.46,0.077,12.34,96.47,8.87,4.65
2021-01-16 20:00:00,,4.5,0.077,12.37,96.65,8.83,4.63
2021-01-16 19:00:00,,4.34,0.078,12.3,96.07,8.78,4.61
2021-01-16 18:00:00,,4.39,0.079,12.27,95.84,8.83,4.61
2021-01-16 17:00:00,,4.4,0.078,12.33,96.27,8.79,4.61
2021-01-16 16:00:00,11.54,4.42,0.078,12.34,96.45,8.8,4.64
2021-01-16 15:00:00,,4.62,0.078,12.4,96.95,8.77,4.64
2021-01-16 14:00:00,,4.4,0.078,12.4,96.99,8.82,4.68
2021-01-16 13:00:00,,4.4,0.079,12.42,97.12,8.79,4.66
2021-01-16 12:00:00,,4.46,0.079,12.43,97.13,8.77,4.64
2021-01-16 11:00:00,,4.27,0.079,12.49,97.81,8.88,4.7
2021-01-16 10:00:00,,5.26,0.078,12.47,97.55,8.81,4.68
2021-01-16 09:00:00,,4.46,0.079,12.44,97.24,8.85,4.65
2021-01-16 08:00:00,,4.23,0.079,12.5,97.72,8.75,4.65
2021-01-16 07:00:00,,4.2,0.079,12.53,97.86,8.88,4.63
2021-01-16 06:00:00,,3.89,0.079,12.52,97.54,8.84,4.53
2021-01-16 05:00:00,,2.91,0.079,12.63,98.22,8.86,4.44
2021-01-16 04:00:00,11.54,3.26,0.079,12.58,97.82,8.82,4.45
2021-01-16 03:00:00,,3.83,0.079,12.48,97.05,8.82,4.44
2021-01-16 02:00:00,,3.96,0.08,12.35,95.85,8.78,4.39
2021-01-16 01:00:00,,4.2,0.08,12.3,95.39,8.72,4.34
2021-01-16 00:00:00,,4.12,0.08,12.19,94.7,8.77,4.42
2021-01-15 23:00:00,,4.16,0.08,12.26,95.32,8.75,4.43
2021-01-15 22:00:00,,4.14,0.081,12.25,95.17,8.79,4.4
2021-01-15 21:00:00,,4.49,0.081,12.26,95.17,8.76,4.38
2021-01-15 20:00:00,,4.4,0.082,12.29,95.44,8.8,4.39
2021-01-15 19:00:00,,4.27,0.083,12.22,94.75,8.77,4.35
2021-01-15 18:00:00,,4.49,0.082,12.29,95.34,8.8,4.36
2021-01-15 17:00:00,,4.51,0.083,12.31,95.45,8.85,4.34
2021-01-15 16:00:00,11.54,4.63,0.084,12.24,94.95,8.84,4.34
2021-01-15 15:00:00,,4.51,0.082,12.33,95.69,8.83,4.37
2021-01-15 14:00:00,,4.33,0.083,12.32,95.66,8.83,4.38
2021-01-15 13:00:00,,4.44,0.084,12.25,95.11,8.84,4.38
2021-01-15 12:00:00,,4.49,0.083,12.27,95.25,8.84,4.39
2021-01-15 11:00:00,,4.37,0.083,12.32,95.59,8.86,4.38
2021-01-15 10:00:00,,4.56,0.083,12.32,95.89,8.95,4.47
2021-01-15 09:00:00,,4.25,0.084,12.36,96.11,8.9,4.46
2021-01-15 08:00:00,,4.31,0.084,12.37,96.15,8.91,4.43
2021-01-15 07:00:00,,2.56,0.084,12.47,96.95,8.98,4.42
2021-01-15 06:00:00,,2.6,0.084,12.45,96.62,8.91,4.36
2021-01-15 05:00:00,,4.36,0.084,12.3,95.38,8.89,4.33
2021-01-15 04:00:00,11.54,4.47,0.084,12.34,95.63,8.89,4.33
2021-01-15 03:00:00,,4.28,0.084,12.32,95.54,8.9,4.34
2021-01-15 02:00:00,,4.29,0.084,12.25,94.89,8.87,4.3
2021-01-15 01:00:00,,4.51,0.085,12.18,94.45,8.84,4.32
2021-01-15 00:00:00,,4.45,0.085,12.09,93.66,8.8,4.3
2021-01-14 23:00:00,,4.25,0.087,12.15,94.09,8.81,4.3
2021-01-14 22:00:00,,4.34,0.086,12.15,94.18,8.85,4.34
2021-01-14 21:00:00,,4.47,0.086,12.12,94.02,8.85,4.37
2021-01-14 20:00:00,,4.24,0.088,12.05,93.48,8.81,4.35
2021-01-14 19:00:00,,4.37,0.088,12.13,94.16,8.86,4.38
2021-01-14 18:00:00,,4.42,0.088,12.11,94.02,8.84,4.38
2021-01-14 17:00:00,,4.49,0.087,12.19,94.65,8.86,4.39
2021-01-14 16:00:00,11.54,4.27,0.088,12.16,94.51,8.85,4.42
2021-01-14 15:00:00,,4.43,0.087,12.17,94.65,8.85,4.44
2021-01-14 14:00:00,,4.43,0.088,12.24,95.27,8.86,4.47
2021-01-14 13:00:00,,4.5,0.088,12.12,94.54,8.87,4.55
2021-01-14 12:00:00,,4.42,0.088,12.1,94.37,8.87,4.54
2021-01-14 11:00:00,,4.49,0.09,12.11,94.52,8.88,4.58
2021-01-14 10:00:00,,4.63,0.089,12.17,95,8.89,4.59
2021-01-14 09:00:00,,4.42,0.089,12.22,95.58,8.91,4.66
2021-01-14 08:00:00,,4.47,0.088,12.3,96.22,8.99,4.67
2021-01-14 07:00:00,,4.22,0.089,12.35,96.61,9,4.68
2021-01-14 06:00:00,,2.4,0.089,12.32,96.27,9.01,4.63
2021-01-14 05:00:00,,1.83,0.089,12.37,96.43,9.07,4.54
2021-01-14 04:00:00,11.77,1.69,0.09,12.39,96.34,8.89,4.45
2021-01-14 03:00:00,,2.43,0.09,12.25,95.13,8.94,4.38
2021-01-14 02:00:00,,4.63,0.091,12.12,94.12,8.86,4.39
2021-01-14 01:00:00,,4.86,0.092,11.88,92.23,8.86,4.39
2021-01-14 00:00:00,,5.02,0.092,11.91,92.5,8.88,4.41
2021-01-13 23:00:00,,4.79,0.092,11.98,93.12,8.88,4.44
2021-01-13 22:00:00,,5,0.092,11.87,92.29,8.84,4.44
2021-01-13 21:00:00,,5.17,0.093,11.63,90.55,8.81,4.48
2021-01-13 20:00:00,,5.17,0.093,11.89,92.76,8.9,4.55
2021-01-13 19:00:00,,5.18,0.093,11.81,92.05,8.87,4.54
2021-01-13 18:00:00,,5.32,0.093,11.85,92.6,8.87,4.62
2021-01-13 17:00:00,,5.23,0.092,11.93,93.39,8.93,4.69
2021-01-13 16:00:00,11.54,5.17,0.092,12.07,94.58,8.97,4.73
2021-01-13 15:00:00,,5.11,0.093,12,94.14,8.93,4.78
2021-01-13 14:00:00,,5.27,0.093,12.06,94.72,9.02,4.84
2021-01-13 13:00:00,,5.17,0.092,12.05,94.8,8.94,4.9
2021-01-13 12:00:00,,5.06,0.092,12.05,95.04,8.99,4.98
2021-01-13 11:00:00,,5.16,0.093,12.09,95.46,9,5.04
2021-01-13 10:00:00,,5.27,0.092,12.11,95.8,9.11,5.09
2021-01-13 09:00:00,,4.92,0.093,12.12,95.96,9.03,5.15
2021-01-13 08:00:00,,4.85,0.093,12.1,95.76,9.08,5.13
2021-01-13 07:00:00,,3.2,0.093,12.12,95.94,9.14,5.12
2021-01-13 06:00:00,,2.31,0.093,12.11,95.69,9.02,5.07
2021-01-13 05:00:00,,2.05,0.092,12.04,95.02,9.04,5.03
2021-01-13 04:00:00,11.77,2.03,0.093,12.03,94.88,9.02,5
2021-01-13 03:00:00,,2.61,0.093,11.95,94.28,8.93,5.01
2021-01-13 02:00:00,,4.63,0.093,11.82,93.46,8.81,5.07
2021-01-13 01:00:00,,5.41,0.093,11.8,93.16,9.07,5.01
2021-01-13 00:00:00,,5.97,0.093,11.8,93.4,9.04,5.13
2021-01-12 23:00:00,,5.43,0.093,11.78,93.44,8.91,5.22
2021-01-12 22:00:00,,5.39,0.093,11.75,93.34,9,5.26
2021-01-12 21:00:00,,5.35,0.092,11.82,93.71,9.03,5.19
2021-01-12 20:00:00,,5.31,0.093,11.79,93.37,8.87,5.13
2021-01-12 19:00:00,,5.24,0.093,11.84,93.68,8.86,5.1
2021-01-12 18:00:00,,5.35,0.093,11.84,93.62,8.87,5.08
2021-01-12 17:00:00,,5.3,0.094,11.86,93.77,8.89,5.08
2021-01-12 16:00:00,11.54,5.35,0.094,11.89,93.94,8.85,5.06
2021-01-12 15:00:00,,5.24,0.093,11.89,94,8.85,5.08
2021-01-12 14:00:00,,5.12,0.093,11.88,93.87,8.93,5.07
2021-01-12 13:00:00,,5.01,0.094,11.87,93.84,8.89,5.07
2021-01-12 12:00:00,,5.23,0.094,11.94,94.22,8.95,5.03
2021-01-12 11:00:00,,5.09,0.094,11.88,93.74,8.93,5
2021-01-12 10:00:00,,5.11,0.093,11.91,94.24,8.93,5.1
2021-01-12 09:00:00,,4.83,0.093,11.89,94.08,8.91,5.11
2021-01-12 08:00:00,,4.71,0.093,11.9,93.92,8.92,5.02
2021-01-12 07:00:00,,4.92,0.093,11.9,93.86,8.89,4.99
2021-01-12 06:00:00,,4.86,0.094,11.89,93.45,9,4.85
2021-01-12 05:00:00,,4.63,0.094,11.89,93.48,8.97,4.87
2021-01-12 04:00:00,11.54,4.8,0.093,11.86,93.16,8.9,4.84
2021-01-12 03:00:00,,4.81,0.093,11.87,93.13,8.84,4.8
2021-01-12 02:00:00,,5.06,0.093,11.84,92.71,8.89,4.71
2021-01-12 01:00:00,,5.08,0.093,11.84,92.92,8.94,4.81
2021-01-12 00:00:00,,4.98,0.093,11.8,92.55,8.91,4.78
2021-01-11 23:00:00,,4.77,0.093,11.8,92.52,8.96,4.76
2021-01-11 22:00:00,,4.87,0.093,11.79,92.56,8.94,4.8
2021-01-11 21:00:00,,4.62,0.093,11.66,91.52,8.85,4.79
2021-01-11 20:00:00,,4.52,0.093,11.78,92.51,8.85,4.82
2021-01-11 19:00:00,,4.69,0.094,11.73,92.09,8.83,4.82
2021-01-11 18:00:00,,4.44,0.094,11.76,92.36,8.85,4.84
2021-01-11 17:00:00,,4.55,0.094,11.82,92.83,8.87,4.81
2021-01-11 16:00:00,11.54,4.51,0.094,11.77,92.41,8.92,4.81
2021-01-11 15:00:00,,4.48,0.095,11.84,92.98,8.89,4.82
2021-01-11 14:00:00,,4.63,0.095,11.69,91.63,8.86,4.76
2021-01-11 13:00:00,,4.61,0.096,11.87,93.06,8.92,4.77
2021-01-11 12:00:00,,4.76,0.096,11.8,92.52,8.91,4.76
2021-01-11 11:00:00,,4.68,0.096,11.78,92.49,8.89,4.82
2021-01-11 10:00:00,,5.05,0.094,11.76,92.34,8.89,4.82
2021-01-11 09:00:00,,4.63,0.095,11.8,92.71,8.91,4.83
2021-01-11 08:00:00,,4.35,0.095,11.91,93.57,8.89,4.83
2021-01-11 07:00:00,,4.33,0.094,11.95,93.88,8.89,4.83
2021-01-11 06:00:00,,4.11,0.094,11.94,93.68,8.92,4.81
2021-01-11 05:00:00,,15.41,0.093,11.93,93.6,8.91,4.77
2021-01-11 04:00:00,11.54,3.91,0.094,11.92,93.4,8.89,4.73
2021-01-11 03:00:00,,3.4,0.094,12.04,94.21,8.92,4.69
2021-01-11 02:00:00,,3.67,0.094,11.75,92.3,8.83,4.82
2021-01-11 01:00:00,,3.93,0.094,11.66,91.5,8.84,4.78
2021-01-11 00:00:00,,3.78,0.094,11.68,91.47,8.85,4.72
2021-01-10 23:00:00,,3.77,0.094,11.8,92.42,8.8,4.73
2021-01-10 22:00:00,,4.25,0.094,11.73,91.85,8.86,4.72
2021-01-10 21:00:00,,3.93,0.095,11.69,91.53,8.86,4.72
2021-01-10 20:00:00,,3.94,0.094,11.7,91.57,8.84,4.7
2021-01-10 19:00:00,,4,0.095,11.77,92.29,8.87,4.78
2021-01-10 18:00:00,,4.54,0.095,11.73,91.9,8.85,4.75
2021-01-10 17:00:00,,4.2,0.095,11.72,91.79,8.86,4.72
2021-01-10 16:00:00,11.54,4.36,0.095,11.86,92.92,8.84,4.72
2021-01-10 15:00:00,,3.85,0.095,11.81,92.53,8.89,4.73
2021-01-10 14:00:00,,4.11,0.095,11.76,92.15,8.87,4.73
2021-01-10 13:00:00,,3.85,0.095,11.85,92.95,8.9,4.77
2021-01-10 12:00:00,,3.97,0.095,11.85,92.9,8.88,4.74
2021-01-10 11:00:00,,4.21,0.095,11.83,92.63,8.84,4.7
2021-01-10 10:00:00,,4.11,0.095,11.85,92.84,8.91,4.73
2021-01-10 09:00:00,,5.68,0.096,11.92,93.37,8.92,4.73
2021-01-10 08:00:00,,4.07,0.095,11.9,93.22,8.9,4.72
2021-01-10 07:00:00,,4.07,0.095,12.01,93.94,8.95,4.67
2021-01-10 06:00:00,,3.94,0.094,12.08,94.34,8.95,4.62
2021-01-10 05:00:00,,3.72,0.095,11.98,93.49,8.91,4.59
2021-01-10 04:00:00,11.54,3.9,0.094,11.86,92.55,8.91,4.58
2021-01-10 03:00:00,,3.95,0.095,11.84,92.35,8.89,4.56
2021-01-10 02:00:00,,4.12,0.096,11.87,92.57,8.89,4.56
2021-01-10 01:00:00,,4.32,0.096,11.72,91.44,8.85,4.56
2021-01-10 00:00:00,,4.26,0.097,11.69,91.35,8.85,4.65
2021-01-09 23:00:00,,4.4,0.098,11.66,91.06,8.84,4.62
2021-01-09 22:00:00,,4.39,0.097,11.62,90.74,8.85,4.61
2021-01-09 21:00:00,,4.32,0.097,11.6,90.59,8.85,4.61
2021-01-09 20:00:00,,4.5,0.097,11.51,89.82,8.87,4.59
2021-01-09 19:00:00,,4.58,0.096,11.66,91.08,8.91,4.6
2021-01-09 18:00:00,,4.76,0.096,11.66,91.06,8.9,4.61
2021-01-09 17:00:00,,11.42,0.097,11.72,91.55,8.94,4.63
2021-01-09 16:00:00,11.54,4.54,0.097,11.69,91.44,8.87,4.69
2021-01-09 15:00:00,,4.54,0.097,11.76,92.05,8.9,4.69
2021-01-09 14:00:00,,4.41,0.097,11.78,92.16,8.9,4.67
2021-01-09 13:00:00,,4.56,0.097,11.78,92.31,8.89,4.73
2021-01-09 12:00:00,,4.74,0.097,11.78,92.36,8.9,4.77
2021-01-09 11:00:00,,4.92,0.097,11.78,92.43,8.87,4.78
2021-01-09 10:00:00,,10.39,0.097,11.87,93.11,8.8,4.79
2021-01-09 09:00:00,,3.97,0.096,11.85,93.05,8.81,4.82
2021-01-09 08:00:00,,3.91,0.096,11.81,92.65,8.89,4.8
2021-01-09 07:00:00,,4.97,0.097,11.89,93.25,8.9,4.79
2021-01-09 06:00:00,,3.75,0.097,11.93,93.47,8.96,4.73
2021-01-09 05:00:00,,52.99,0.097,11.86,92.89,8.91,4.73
2021-01-09 04:00:00,11.77,22.03,0.096,11.9,93.08,8.91,4.68
2021-01-09 03:00:00,,3.46,0.096,11.88,92.92,8.87,4.67
2021-01-09 02:00:00,,4.16,0.096,11.76,91.98,8.9,4.66
2021-01-09 01:00:00,,3.85,0.097,11.65,91.17,8.86,4.67
2021-01-09 00:00:00,,6.16,0.097,11.62,90.97,8.93,4.69
2021-01-08 23:00:00,,3.94,0.096,11.64,91.08,8.88,4.69
2021-01-08 22:00:00,,3.76,0.097,11.75,92.08,8.86,4.74
2021-01-08 21:00:00,,3.82,0.097,11.62,90.96,8.9,4.72
2021-01-08 20:00:00,,6.31,0.097,11.75,91.9,8.87,4.68
2021-01-08 19:00:00,,3.87,0.097,11.65,91.3,8.88,4.75
2021-01-08 18:00:00,,3.87,0.096,11.63,91.14,8.86,4.73
2021-01-08 17:00:00,,4.06,0.096,11.75,92.1,8.87,4.74
2021-01-08 16:00:00,11.77,4.63,0.097,11.71,91.67,8.88,4.7
2021-01-08 15:00:00,,3.83,0.098,11.67,91.39,8.79,4.71
2021-01-08 14:00:00,,3.88,0.098,11.73,91.91,8.87,4.75
2021-01-08 13:00:00,,3.94,0.098,11.61,90.9,8.85,4.72
2021-01-08 12:00:00,,4.1,0.098,11.61,90.83,8.86,4.67
2021-01-08 11:00:00,,4.02,0.097,11.66,91.62,8.88,4.86
2021-01-08 10:00:00,,4.04,0.097,11.79,92.64,8.91,4.83
2021-01-08 09:00:00,,3.87,0.098,11.81,92.75,8.89,4.84
2021-01-08 08:00:00,,3.86,0.099,11.83,92.9,8.93,4.83
2021-01-08 07:00:00,,73.18,0.099,11.79,92.41,8.94,4.74
2021-01-08 06:00:00,,3.57,0.098,11.94,93.5,8.91,4.71
2021-01-08 05:00:00,,2.89,0.098,11.8,92.34,8.92,4.68
2021-01-08 04:00:00,11.77,3.16,0.099,11.86,92.57,8.86,4.58
2021-01-08 03:00:00,,3.3,0.099,11.82,92.48,8.79,4.68
2021-01-08 02:00:00,,3.86,0.099,11.73,91.64,8.86,4.63
2021-01-08 01:00:00,,4.13,0.1,11.64,90.93,8.86,4.61
2021-01-08 00:00:00,,4.31,0.1,11.63,90.78,8.79,4.6
2021-01-07 23:00:00,,7.03,0.1,11.64,90.99,8.79,4.64
2021-01-07 22:00:00,,4.23,0.101,11.61,90.79,8.87,4.65
2021-01-07 21:00:00,,4.29,0.1,11.63,91.03,8.86,4.68
2021-01-07 20:00:00,,4.62,0.101,11.66,91.29,8.89,4.72
2021-01-07 19:00:00,,4.34,0.1,11.61,91.05,8.86,4.77
2021-01-07 18:00:00,,4.48,0.101,11.63,91.33,8.83,4.82
2021-01-07 17:00:00,,4.44,0.101,11.61,91.06,8.87,4.78
2021-01-07 16:00:00,11.77,4.38,0.101,11.66,91.48,8.81,4.77
2021-01-07 15:00:00,,4.51,0.101,11.63,91.29,8.87,4.81
2021-01-07 14:00:00,,4.44,0.101,11.67,91.86,8.88,4.9
2021-01-07 13:00:00,,4.51,0.101,11.65,91.67,8.81,4.91
2021-01-07 12:00:00,,19.97,0.101,11.74,92.41,8.98,4.9
2021-01-07 11:00:00,,4.08,0.101,11.68,91.9,8.89,4.89
2021-01-07 10:00:00,,5.03,0.101,11.67,91.65,8.87,4.83
2021-01-07 09:00:00,,3.81,0.102,11.61,91.29,8.85,4.87
2021-01-07 08:00:00,,5.02,0.101,11.74,92.22,8.94,4.83
2021-01-07 07:00:00,,3.57,0.102,11.78,92.5,8.9,4.82
2021-01-07 06:00:00,,3.68,0.101,11.76,92.24,8.91,4.78
2021-01-07 05:00:00,,4.61,0.101,11.78,92.41,8.95,4.79
2021-01-07 04:00:00,11.77,3.87,0.102,11.81,92.55,8.93,4.74
2021-01-07 03:00:00,,3.77,0.102,11.74,91.94,8.9,4.72
2021-01-07 02:00:00,,4.03,0.103,11.65,91.22,8.86,4.7
2021-01-07 01:00:00,,19.58,0.104,11.58,90.65,8.88,4.69
2021-01-07 00:00:00,,4.28,0.104,11.51,90.12,8.88,4.7
2021-01-06 23:00:00,,4.17,0.104,11.49,89.92,8.89,4.68
2021-01-06 22:00:00,,6.67,0.105,11.58,90.62,8.89,4.7
2021-01-06 21:00:00,,4.59,0.105,11.38,89.07,8.82,4.68
2021-01-06 20:00:00,,4.44,0.106,11.51,90.02,8.89,4.66
2021-01-06 19:00:00,,8.37,0.106,11.52,89.98,8.86,4.63
2021-01-06 18:00:00,,4.6,0.106,11.57,90.44,8.87,4.65
2021-01-06 17:00:00,,4.6,0.106,11.57,90.46,8.89,4.64
2021-01-06 16:00:00,11.77,12.15,0.106,11.59,90.49,8.9,4.6
2021-01-06 15:00:00,,6.05,0.107,11.61,90.63,8.9,4.58
2021-01-06 14:00:00,,4.78,0.105,11.52,89.86,8.9,4.57
2021-01-06 13:00:00,,4.71,0.105,11.51,89.78,8.9,4.58
2021-01-06 12:00:00,,7.31,0.105,11.71,91.31,8.94,4.55
2021-01-06 11:00:00,,12.2,0.105,11.75,91.59,8.98,4.53
2021-01-06 10:00:00,,4.94,0.103,11.72,91.27,8.96,4.51
2021-01-06 09:00:00,,5.96,0.104,11.85,92.32,8.99,4.52
2021-01-06 08:00:00,,4.64,0.106,11.72,91.38,9.02,4.55
2021-01-06 07:00:00,,4.52,0.107,11.65,90.95,8.96,4.59
2021-01-06 06:00:00,,4.45,0.105,11.89,92.67,8.96,4.51
2021-01-06 05:00:00,,4.55,0.104,11.82,91.98,8.99,4.46
2021-01-06 04:00:00,11.77,4.54,0.104,11.79,91.71,8.99,4.46
2021-01-06 03:00:00,,4.65,0.105,11.73,91.42,8.96,4.52
2021-01-06 02:00:00,,4.63,0.106,11.62,90.41,8.93,4.46
2021-01-06 01:00:00,,5.91,0.105,11.69,90.95,8.94,4.47
2021-01-06 00:00:00,,8.04,0.105,11.69,90.84,8.92,4.43
2021-01-05 23:00:00,,4.86,0.106,11.65,90.48,8.91,4.4
2021-01-05 22:00:00,,7.85,0.105,11.74,91.21,8.96,4.41
2021-01-05 21:00:00,,4.79,0.105,11.73,91.13,8.97,4.42
2021-01-05 20:00:00,,4.83,0.106,11.64,90.42,8.89,4.4
2021-01-05 19:00:00,,42.87,0.105,11.71,90.95,8.95,4.41
2021-01-05 18:00:00,,4.9,0.106,11.68,90.64,8.88,4.36
2021-01-05 17:00:00,,4.59,0.106,11.69,90.91,8.93,4.46
2021-01-05 16:00:00,11.77,4.47,0.106,11.75,91.44,9.01,4.46
2021-01-05 15:00:00,,4.84,0.107,11.7,90.98,8.9,4.45
2021-01-05 14:00:00,,4.56,0.107,11.69,90.88,8.93,4.42
2021-01-05 13:00:00,,4.69,0.106,11.76,91.51,8.96,4.46
2021-01-05 12:00:00,,4.64,0.106,11.62,90.5,8.95,4.49
2021-01-05 11:00:00,,13.58,0.106,11.77,91.71,8.95,4.51
2021-01-05 10:00:00,,4.79,0.108,11.56,90.02,8.92,4.49
2021-01-05 09:00:00,,5.27,0.107,11.62,90.6,8.96,4.53
2021-01-05 08:00:00,,4.3,0.108,11.7,91.24,8.95,4.55
2021-01-05 07:00:00,,4.15,0.107,11.8,92.08,8.98,4.59
2021-01-05 06:00:00,,4.41,0.107,11.83,92.07,8.98,4.49
2021-01-05 05:00:00,,2.43,0.107,11.85,91.83,9.06,4.32
2021-01-05 04:00:00,12,2.46,0.107,11.81,91.43,8.95,4.29
2021-01-05 03:00:00,,3.98,0.106,11.92,92.23,8.98,4.24
2021-01-05 02:00:00,,3.78,0.107,11.75,90.85,8.92,4.22
2021-01-05 01:00:00,,4.76,0.107,11.6,89.59,8.98,4.18
2021-01-05 00:00:00,,9.01,0.107,11.65,89.99,8.96,4.18
2021-01-04 23:00:00,,4.94,0.108,11.59,89.63,8.93,4.23
2021-01-04 22:00:00,,4.88,0.108,11.66,90.16,8.95,4.23
2021-01-04 21:00:00,,8.7,0.107,11.66,90.23,8.91,4.26
2021-01-04 20:00:00,,4.89,0.109,11.67,90.31,8.93,4.27
2021-01-04 19:00:00,,4.96,0.107,11.62,89.94,8.96,4.27
2021-01-04 18:00:00,,4.83,0.107,11.7,90.48,8.91,4.25
2021-01-04 17:00:00,,4.93,0.107,11.7,90.56,8.96,4.27
2021-01-04 16:00:00,11.77,4.95,0.108,11.68,90.56,8.95,4.34
2021-01-04 15:00:00,,5.01,0.107,11.68,90.63,8.92,4.37
2021-01-04 14:00:00,,5.03,0.108,11.7,90.86,8.94,4.39
2021-01-04 13:00:00,,5.25,0.108,11.72,91.05,8.84,4.42
2021-01-04 12:00:00,,4.99,0.107,11.74,91.26,9,4.43
2021-01-04 11:00:00,,6.15,0.107,11.76,91.35,9.05,4.41
2021-01-04 10:00:00,,5.04,0.107,11.8,91.61,8.9,4.39
2021-01-04 09:00:00,,17.84,0.107,11.8,91.57,9.01,4.36
2021-01-04 08:00:00,,4.78,0.106,11.78,91.33,8.93,4.33
2021-01-04 07:00:00,,9.41,0.107,11.75,91.29,8.98,4.4
2021-01-04 06:00:00,,4.35,0.107,11.75,91.16,8.97,4.34
2021-01-04 05:00:00,,4.36,0.107,11.75,90.91,8.96,4.25
2021-01-04 04:00:00,11.77,4.37,0.107,11.76,90.86,8.91,4.19
2021-01-04 03:00:00,,4.47,0.108,11.81,90.88,8.92,4.03
2021-01-04 02:00:00,,4.41,0.108,11.68,90.2,8.9,4.17
2021-01-04 01:00:00,,4.76,0.108,11.63,89.96,8.91,4.24
2021-01-04 00:00:00,,6.54,0.107,11.62,89.84,8.88,4.24
2021-01-03 23:00:00,,4.51,0.108,11.77,90.94,8.92,4.21
2021-01-03 22:00:00,,4.4,0.11,11.55,89.13,8.88,4.17
2021-01-03 21:00:00,,6.72,0.108,11.68,90.06,8.83,4.13
2021-01-03 20:00:00,,4.45,0.109,11.76,90.74,8.84,4.14
2021-01-03 19:00:00,,4.51,0.108,11.72,90.43,8.89,4.14
2021-01-03 18:00:00,,4.52,0.108,11.74,90.74,8.92,4.2
2021-01-03 17:00:00,,4.46,0.11,11.74,90.84,8.9,4.27
2021-01-03 16:00:00,11.77,4.49,0.11,11.78,91.13,8.93,4.25
2021-01-03 15:00:00,,8.6,0.111,11.75,90.83,8.93,4.22
2021-01-03 14:00:00,,4.77,0.11,11.7,90.36,8.93,4.19
2021-01-03 13:00:00,,5.21,0.108,11.78,91.24,9,4.28
2021-01-03 12:00:00,,5.31,0.107,11.82,91.58,8.93,4.32
2021-01-03 11:00:00,,4.51,0.109,11.89,92.16,9.01,4.31
2021-01-03 10:00:00,,4.97,0.109,11.9,92.19,8.98,4.29
2021-01-03 09:00:00,,5.11,0.107,11.87,92.21,9.09,4.4
2021-01-03 08:00:00,,4.92,0.107,11.92,92.19,8.93,4.24
2021-01-03 07:00:00,,4.13,0.109,11.96,92.29,8.97,4.15
2021-01-03 06:00:00,,13.12,0.109,12.01,92.57,8.97,4.11
2021-01-03 05:00:00,,1.64,0.108,11.98,92.26,9.02,4.08
2021-01-03 04:00:00,12,1.58,0.109,12.03,92.51,8.96,4.02
2021-01-03 03:00:00,,2.06,0.108,11.93,91.64,8.96,3.98
2021-01-03 02:00:00,,4.38,0.108,11.84,90.99,8.94,3.98
2021-01-03 01:00:00,,5.01,0.108,11.75,90.3,8.79,4
2021-01-03 00:00:00,,5.12,0.108,11.77,90.46,8.95,4.01
2021-01-02 23:00:00,,6.02,0.107,11.77,90.61,8.95,4.06
2021-01-02 22:00:00,,4.88,0.108,11.76,90.53,8.96,4.07
2021-01-02 21:00:00,,4.88,0.109,11.82,90.93,8.92,4.02
2021-01-02 20:00:00,,5.97,0.108,11.82,90.84,8.94,3.98
2021-01-02 19:00:00,,5.06,0.107,11.77,90.54,8.92,4.02
2021-01-02 18:00:00,,4.96,0.107,11.83,90.95,8.89,4.01
2021-01-02 17:00:00,,4.97,0.107,11.86,91.2,8.92,4.02
2021-01-02 16:00:00,11.77,5.05,0.107,11.85,91.15,8.91,4.04
2021-01-02 15:00:00,,4.88,0.106,11.87,91.28,8.94,4.03
2021-01-02 14:00:00,,4.83,0.107,11.86,91.33,8.99,4.06
2021-01-02 13:00:00,,4.85,0.107,11.82,91.07,8.89,4.09
2021-01-02 12:00:00,,4.81,0.108,11.87,91.43,8.98,4.07
2021-01-02 11:00:00,,4.72,0.107,11.9,91.61,8.9,4.04
2021-01-02 10:00:00,,5.07,0.106,11.9,91.49,8.91,4.02
2021-01-02 09:00:00,,6.34,0.108,11.9,91.52,9.05,4.03
2021-01-02 08:00:00,,4.39,0.108,11.92,91.74,8.94,4.04
2021-01-02 07:00:00,,3.32,0.108,11.91,91.67,8.9,4.05
2021-01-02 06:00:00,,4.29,0.107,11.86,91.29,8.99,4.05
2021-01-02 05:00:00,,4.5,0.107,11.81,90.84,8.91,4.04
2021-01-02 04:00:00,11.77,6.45,0.108,11.83,90.91,9.03,3.99
2021-01-02 03:00:00,,4.32,0.108,11.82,90.63,8.95,3.89
2021-01-02 02:00:00,,6.42,0.108,11.81,90.48,8.96,3.87
2021-01-02 01:00:00,,6.11,0.107,11.76,90.05,9.02,3.85
2021-01-02 00:00:00,,4.8,0.107,11.79,90.28,8.89,3.86
2021-01-01 23:00:00,,4.85,0.106,11.76,90.06,8.96,3.86
2021-01-01 22:00:00,,4.9,0.108,11.79,90.37,8.97,3.91
2021-01-01 21:00:00,,5.81,0.108,11.8,90.52,8.96,3.91
2021-01-01 20:00:00,,4.77,0.107,11.85,90.93,8.95,3.94
2021-01-01 19:00:00,,4.76,0.105,11.76,90.36,9,3.99
